,station_code,station_actual,station_new,Zone,State,Name,Longitude,Latitude
0,HDB,Haldibari,Haldibari West Bengal,North Frontier Railway,West Bengal,"Haldibari, West Bengal 735122, India",88.7806578,26.3345442
0,LRJ,Laksar Jn,Laksar Jn Uttarakhand,Northern Railway,Uttarakhand,"Laksar, Uttarakhand 247663, India",78.021482,29.7538434
0,MYG,Miyagam Karjan,Miyagam Karjan Gujarat,Western Railway,Gujarat,"Karjan, Gujarat, India",73.1201988,22.0534997
0,HMY,Harmuti,Harmuti Assam,North Frontier Railway,Assam,"Harmuti, Assam 784160, India",93.9291984,27.1393446
0,KITA,KITA,KITA Jharkhand,South Eastern Railway,Jharkhand,"Kita, Jharkhand, India",84.7341682,23.7541325
0,KMNP,Kishan Manpura,Kishan Manpura Rajasthan,North Western Railway,Rajasthan,"Kishan Manpura, Kishanpura, Rajasthan 303602, India",75.5066793,27.3008639
0,ETM,Ettumanur,Ettumanur Kerala,Southern Railway,Kerala,"Ettumanoor, Kerala, India",76.557882,9.670626
0,TKWD,TIKEKARWADI,TIKEKARWADI Maharashtra,Central Railway,Maharashtra,"Tikekarwadi, Maharashtra, India",73.9683102,19.2404779
0,KYX,KARHIYA BHADELI,KARHIYA BHADELI Madhya Pradesh,West Central Railway,Madhya Pradesh,"Karhiya Bhadeli, Madhya Pradesh 470771, India",79.5034293,23.8592754
0,UPD,Ulavapadu,Ulavapadu Andhra Pradesh,South Central Railway,Andhra Pradesh,"Ulavapadu, Andhra Pradesh 523292, India",80.0098057,15.1675306
0,SEN,Senapura,Senapura Karnataka,Konkan Railway,Karnataka,"Senapura, Railway Station Road, Senapura Proper, Karnataka 576235, India",74.68438,13.71797
0,BLD,Bhilad,Bhilad Gujarat,Western Railway,Gujarat,"Bhilad, Gujarat 396105, India",72.885432,20.2767183
0,CHA,Chawapall,Chawapall Punjab,Northern Railway,Punjab,"Chawapail, Punjab 141417, India",76.1275872,30.7597959
0,NDV,NIDVANDA,NIDVANDA Karnataka,South Western Railway,Karnataka,"Nidavanda, Karnataka, India",77.2718024,13.2417373
0,HAT,Gumanihat,Gumanihat Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,MIM,MANIRAM,MANIRAM Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Maniram, Uttar Pradesh 273007, India",83.3388608,26.8491511
0,NRS,Nagaria Sadat,Nagaria Sadat Uttar Pradesh,Northern Railway,Uttar Pradesh,"Nagaria Sadat, Uttar Pradesh 243504, India",79.2077514,28.5528095
0,BH,Keshwari Bh,Keshwari Bh Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,BLDA,Belda,Belda West Bengal,South Eastern Railway,West Bengal,"Belda, West Bengal, India",87.3412438,22.0758421
0,BQR,Bhilainagar,Bhilainagar Chhatisgarh,South East Central Railway,Chhatisgarh,"Bhilai, Chhattisgarh, India",81.3509416,21.1938475
0,BNCE,Bengaluru East,Bengaluru East Karnataka,South Western Railway,Karnataka,"Bengaluru East, Bengaluru, Karnataka 562129, India",77.7406561,13.0624408
0,GJS,GAJSINGHPUR,GAJSINGHPUR Rajasthan,North Western Railway,Rajasthan,"Gajsinghpur, Rajasthan 335024, India",73.4386481,29.6610352
0,ANGL,Angul,Angul Odisha,East Coast Railway,Odisha,"Angul, Odisha, India",85.1028982,20.8404122
0,CPD,Chinchpada,Chinchpada Maharashtra,Western Railway,Maharashtra,"Chinchpada, Maharashtra 425417, India",73.9065883,21.1868491
0,DDGJ,DEEDARGANJ,DEEDARGANJ Bihar,East Central Railway,Bihar,"Deedarganj, Patna, Bihar 800008, India",85.2554299,25.5787581
0,BAOL,BAOLI,BAOLI Uttar Pradesh,Northern Railway,Uttar Pradesh,"Baoli, Uttar Pradesh 250621, India",77.2682774,29.1399334
0,MUGR,Manuguru,Manuguru Telangana,South Central Railway,Telangana,"Manuguru (PT), Telangana 507117, India",80.8178589,17.9385138
0,PLCJ,Phalodi Jn,Phalodi Jn Rajasthan,North Western Railway,Rajasthan,"Phalodi, Rajasthan 342301, India",72.3700545,27.1338631
0,ATNR,Awatarnagar,Awatarnagar Bihar,East Central Railway,Bihar,"Awatarnagar, Dharipur, Bihar 841225, India",84.9571928,25.7645704
0,KIM,Kim,Kim Gujarat,Western Railway,Gujarat,"Kim, Gujarat, India",72.9268634,21.4006259
0,PLM,Paneli Moti,Paneli Moti Gujarat,Western Railway,Gujarat,"Paneli Moti, Gujarat 360480, India",70.1559994,21.87342
0,NWH,Nawalgarh,Nawalgarh Rajasthan,North Western Railway,Rajasthan,"Nawalgarh, Rajasthan 333042, India",75.2546476,27.8454214
0,PNDM,Pennadam,Pennadam Tamil Nadu,Southern Railway,Tamil Nadu,"Pennadam, Tamil Nadu 606105, India",79.2383032,11.4017446
0,KRJ,Khurja Jn,Khurja Jn Uttar Pradesh,North Central Railway,Uttar Pradesh,"Khurja Junction, Maina Mojpur, Uttar Pradesh 203132, India",77.8183669,28.2074987
0,MCVM,Machavaram,Machavaram Andhra Pradesh,South Central Railway,Andhra Pradesh,"Machavaram, Vijayawada, Andhra Pradesh 520004, India",80.652167,16.5193151
0,BDLN,BORDOLONI,BORDOLONI Assam,North Frontier Railway,Assam,"Bordoloni, Assam 784172, India",93.5635559,26.8022042
0,DHCA,Dhaka Cantonment,Dhaka Cantonment ,Br,,"Dhaka, Bihar 845418, India",85.1601281,26.6581484
0,BKP,S Bakhtiyarpur,S Bakhtiyarpur Bihar,East Central Railway,Bihar,"Bakhtiarpur, Bihar 803212, India",85.539154,25.4547359
0,VYN,Vyasnagar,Vyasnagar Uttar Pradesh,Northern Railway,Uttar Pradesh,"Vyasnagar, Bagahi, Uttar Pradesh 221009, India",83.0795007,25.2961194
0,MLZ,Malarna,Malarna Rajasthan,West Central Railway,Rajasthan,"Malarna, Rajasthan 322033, India",76.5350947,26.2297273
0,RD,Harishanker Rd,Harishanker Rd Bihar,East Central Railway,Bihar,"Bihar, India",85.2722472,25.9644427
0,ANO,Anjani,Anjani Maharashtra,Konkan Railway,Maharashtra,"Anjani Budruk, Maharashtra, India",76.6483238,20.1729941
0,DR,Dr Ambedkar Ngr,Dr Ambedkar Ngr Maharashtra,Central Railway,Maharashtra,"MIDC, Chhatrapati Sambhaji Nagar, Maharashtra, India",75.3667229,19.8922418
0,ERL,Eraniel,Eraniel Tamil Nadu,Southern Railway,Tamil Nadu,"Eraniel, Tamil Nadu 629802, India",77.3158884,8.2059428
0,SEJ,Sarkhej,Sarkhej Gujarat,Western Railway,Gujarat,"Sarkhej, Ahmedabad, Gujarat, India",72.4979419,22.9778146
0,RPH,Rampur Hat,Rampur Hat West Bengal,Eastern Railway,West Bengal,"Rampurhat, West Bengal, India",87.7793421,24.1744845
0,VPJ,Vaiyampatti,Vaiyampatti Tamil Nadu,Southern Railway,Tamil Nadu,"Vaiyampatti, Tamil Nadu 621315, India",78.3024217,10.55109
0,BCY,Varanasi City,Varanasi City Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Varanasi, Uttar Pradesh, India",82.9739144,25.3176452
0,BGN,Borgaon,Borgaon Maharashtra,Central Railway,Maharashtra,"Borgaon, Maharashtra 413203, India",75.2654063,18.4447416
0,NBR,Namburu,Namburu Andhra Pradesh,South Central Railway,Andhra Pradesh,"Namburu, Andhra Pradesh, India",80.5287945,16.35895
0,CCT,Kakinada Town,Kakinada Town Andhra Pradesh,South Central Railway,Andhra Pradesh,"Kakinada, Andhra Pradesh, India",82.2474648,16.9890648
0,BPC,Berhampore Crt,Berhampore Crt West Bengal,Eastern Railway,West Bengal,"Berhampore - Amtala Rd, West Bengal, India",88.3684618,24.0470579
0,BWI,Bilwai,Bilwai Uttar Pradesh,Northern Railway,Uttar Pradesh,"Belwai, Uttar Pradesh 228101, India",82.663883,26.1614106
0,CHUA,CHOURAI,CHOURAI Madhya Pradesh,South East Central Railway,Madhya Pradesh,"Chaurai, Madhya Pradesh 480115, India",79.2479342,22.0528825
0,GOGH,Gossaigaon Hat,Gossaigaon Hat Assam,North Frontier Railway,Assam,"Gossaigaon Hat, Gossaigaon, Assam 783360, India",89.9768694,26.4296126
0,CBJ,Clutterbuckganj,Clutterbuckganj Uttar Pradesh,Northern Railway,Uttar Pradesh,"C.B.Ganj, Bareilly, Uttar Pradesh 243502, India",79.3775294,28.3996741
0,JTI,Jaithari,Jaithari Madhya Pradesh,South East Central Railway,Madhya Pradesh,"Jaithari, Madhya Pradesh, India",81.797839,23.0413976
0,KVLR,KARUVALLI,KARUVALLI Tamil Nadu,South Western Railway,Tamil Nadu,"Karuvalli, Tamil Nadu, India",78.0295273,11.8461804
0,CBH,Chaube,Chaube Jharkhand,East Central Railway,Jharkhand,"Chaube, Jharkhand, India",85.8307059,24.2504928
0,HISE,Hirisave,Hirisave Karnataka,South Western Railway,Karnataka,"Hirisave, Karnataka 573116, India",76.4563155,12.9171795
0,UMD,Usmanabad,Usmanabad Maharashtra,North Western Railway,Maharashtra,"Dharashiv (Osmanabad), Maharashtra 413501, India",76.0419642,18.185332
0,DJG,Duliajan,Duliajan Assam,North Frontier Railway,Assam,"Duliajan, Assam, India",95.3222503,27.3572121
0,DHA,Dheena,Dheena Uttar Pradesh,East Central Railway,Uttar Pradesh,"Daina, Uttar Pradesh 232106, India",83.4152942,25.3440257
0,ME,MASAIPET,MASAIPET Telangana,South Central Railway,Telangana,"Masaipet, Telangana 502335, India",78.4609854,17.9074495
0,SBPD,Sambalpur,Sambalpur Odisha,East Coast Railway,Odisha,"Sambalpur, Odisha, India",83.9811665,21.4668716
0,MRF,MARPALLI,MARPALLI Telangana,South Central Railway,Telangana,"Marpalli, Telangana, India",77.7729729,17.5395908
0,FKM,Fakiragram Jn,Fakiragram Jn Assam,North Frontier Railway,Assam,"Fakiragram, Assam 783345, India",90.1834504,26.3646756
0,KZJ,Kazipet Jn,Kazipet Jn Telangana,South Central Railway,Telangana,"Kazipet, Telangana, India",79.5034501,17.972366
0,PNYA,Paniahwa,Paniahwa Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Paniahwa, Paniyahawa, Khadda - Chhitauni Road, Malhia, Uttar Pradesh 274801, India",83.9338881,27.1672416
0,USK,USIA KHAS,USIA KHAS Uttar Pradesh,East Central Railway,Uttar Pradesh,"Usia, Uttar Pradesh 232330, India",83.7074709,25.4307161
0,NEW,New Harangajao,New Harangajao Madhya Pradesh,North Central Railway,Madhya Pradesh,"Madhya Pradesh, India",78.6568942,22.9734229
0,BY,Bhayandar,Bhayandar Maharashtra,Central Railway,Maharashtra,"Bhayandar, Sonam Sagar, Mira Bhayandar, Maharashtra, India",72.8547727,19.2990485
0,JAJ,Jhajha,Jhajha Bihar,East Central Railway,Bihar,"Jhajha, Bihar 811308, India",86.3756867,24.7744999
0,BLSR,BELASAR,BELASAR Rajasthan,North Western Railway,Rajasthan,"Belasar, Rajasthan, India",73.6321922,27.9920155
0,RV,Raver,Raver Maharashtra,Central Railway,Maharashtra,"Raver, Maharashtra 425508, India",76.0333885,21.2400311
0,NBT,NAYABAGIRTHIPUR,NAYABAGIRTHIPUR Odisha,East Coast Railway,Odisha,"Nayabhagirathipur East, Odisha, India",85.3872426,20.783121
0,PHM,PATAPATNAM,PATAPATNAM Andhra Pradesh,East Coast Railway,Andhra Pradesh,"Pathapatnam, Andhra Pradesh, India",84.0890177,18.7476489
0,HLT,Khed Temple Hlt,Khed Temple Hlt Karnataka,South Western Railway,Karnataka,"Karnataka, India",75.7138884,15.3172775
0,BLGT,Balurghat,Balurghat West Bengal,North Frontier Railway,West Bengal,"Balurghat, West Bengal, India",88.7830612,25.2372834
0,KKDI,Karaikkudi Jn,Karaikkudi Jn Tamil Nadu,Southern Railway,Tamil Nadu,"Karaikudi, Tamil Nadu, India",78.773198,10.07354
0,NPZ,Nawapatra,Nawapatra Jharkhand,Eastern Railway,Jharkhand,"Nawapatra, Bariarpur, Jharkhand 814114, India",86.64747,24.31684
0,BWT,Bangarapet,Bangarapet Karnataka,South Western Railway,Karnataka,"Bangarapet, Karnataka, India",78.1767503,12.9923861
0,NJT,Nager Coil Town,Nager Coil Town Tamil Nadu,Southern Railway,Tamil Nadu,"Nagercoil, Tamil Nadu, India",77.4118996,8.1832857
0,PLE,Piplee,Piplee Gujarat,Western Railway,Gujarat,"Pipli, Gujarat 382745, India",71.6792008,23.0852246
0,HPO,Hasanpur Road,Hasanpur Road Bihar,East Central Railway,Bihar,"Hasanpur Rd, Bihar, India",86.1978854,25.7243134
0,SHNR,Shadnagar,Shadnagar Telangana,South Central Railway,Telangana,"Shadnagar, Telangana 509216, India",78.2058966,17.0712949
0,JMP,Jamalpur Jn,Jamalpur Jn Bihar,Eastern Railway,Bihar,"Jamalpur, Bihar, India",86.4934065,25.3180386
0,KDZ,Kandaghat,Kandaghat Himachal Pradesh,Northern Railway,Himachal Pradesh,"Kandaghat, Himachal Pradesh, India",77.1053673,30.9702143
0,RAM,Ram Chaura Road,Ram Chaura Road Andhra Pradesh,South Central Railway,Andhra Pradesh,"Andhra Pradesh, India",79.7399875,15.9128998
0,WKI,Wadakancheri,Wadakancheri Kerala,Southern Railway,Kerala,"Wadakkanchery, Kerala, India",76.2492717,10.6643834
0,JN,Samlaya Jn,Samlaya Jn Gujarat,Western Railway,Gujarat,"Samlaya, Gujarat 391520, India",73.2824331,22.523261
0,BLS,Balasore,Balasore Odisha,South Eastern Railway,Odisha,"Balasore, Odisha, India",86.9134794,21.4933578
0,BPB,Badarpur Jn,Badarpur Jn Assam,North Frontier Railway,Assam,"Badarpur, Assam, India",92.5643773,24.864512
0,MBNR,Mahbubnagar,Mahbubnagar Telangana,South Central Railway,Telangana,"Mahbubnagar, Telangana 509001, India",78.0035172,16.7488379
0,CAI,Chanpatia,Chanpatia Bihar,East Central Railway,Bihar,"Chanpatia, Bihar 845449, India",84.5379455,26.9445192
0,KVS,KALSUR,KALSUR Karnataka,South Western Railway,Karnataka,"Kalasur, Karnataka 581112, India",75.3980519,14.8847842
0,BHLE,Barahat,Barahat Bihar,Eastern Railway,Bihar,"Barahat, Bihar, India",87.006192,24.9143608
0,BUU,BHADANPUR,BHADANPUR Madhya Pradesh,West Central Railway,Madhya Pradesh,"Bhadanpur, Madhya Pradesh 485772, India",80.8173628,24.159859
0,WSJ,Wansjaliya,Wansjaliya Gujarat,Western Railway,Gujarat,"Wansjaliya Junction, Tarsai - Vansjaliya, Vansjaliya, Gujarat 360531, India",69.873351,21.7995742
0,NDM,NIDAMANURU,NIDAMANURU Andhra Pradesh,South Central Railway,Andhra Pradesh,"Nidamanuru, Vijayawada, Andhra Pradesh, India",80.7203035,16.5094491
0,MTL,MAILAM,MAILAM Tamil Nadu,Southern Railway,Tamil Nadu,"Mailam, Tamil Nadu 604304, India",79.625264,12.1227548
0,ANK,Ankai,Ankai Maharashtra,Central Railway,Maharashtra,"Ankai, Maharashtra 423104, India",74.4547609,20.1844982
0,UR,Umdanagar,Umdanagar Telangana,South Central Railway,Telangana,"Umda Nagar, Hyderabad, Telangana, India",78.4156128,17.3000548
0,CRW,Charaud,Charaud Haryana,North Western Railway,Haryana,"Charaud, Haryana 125001, India",75.6470786,29.0102867
0,BNT,Bharthana,Bharthana Uttar Pradesh,North Central Railway,Uttar Pradesh,"Bharthana, Uttar Pradesh 206242, India",79.2197376,26.7524711
0,LBA,Lambhua,Lambhua Uttar Pradesh,Northern Railway,Uttar Pradesh,"Lambhua, Uttar Pradesh 222302, India",82.2270885,26.1402711
0,GAJB,GAJARA BAHARA,GAJARA BAHARA Madhya Pradesh,West Central Railway,Madhya Pradesh,"Gajara Bahara, Madhya Pradesh 486886, India",82.2854848,24.0623503
0,KISN,Kalisen Ph,Kalisen Ph West Bengal,South Eastern Railway,West Bengal,"Kalisen, Shalihan, West Bengal 722174, India",87.165093,23.179124
0,MEJ,Vanchimaniyachi,Vanchimaniyachi Tamil Nadu,Southern Railway,Tamil Nadu,"Vanchi Maniyachchi Junction, Tamil Nadu 628302, India",77.891315,8.881972
0,BMO,Bolarum,Bolarum Telangana,South Central Railway,Telangana,"Bolarum, Secunderabad, Telangana, India",78.510961,17.5217602
0,SNC,Snarayan Chapia,Snarayan Chapia Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Uttar Pradesh, India",80.0981869,27.5705886
0,KAJ,Kaliyaganj,Kaliyaganj West Bengal,North Frontier Railway,West Bengal,"Kaliyaganj, West Bengal 733129, India",88.3287896,25.6355626
0,NED,H Sahib Nanded,H Sahib Nanded Maharashtra,South Central Railway,Maharashtra,"Hazur Sahib Nanded, Railway Station Rd, Harsh Nagar, Nanded, Maharashtra 431601, India",77.3101719,19.1602341
0,KJME,KAJORAGRAM,KAJORAGRAM West Bengal,Eastern Railway,West Bengal,"Kajoragram, Khas Kajora Colliery, West Bengal 713338, India",87.1857343,23.6170091
0,BID,Bidadi,Bidadi Karnataka,South Western Railway,Karnataka,"Bidadi, Karnataka 562109, India",77.3838303,12.7968835
0,BRNA,BERAWANYA,BERAWANYA Madhya Pradesh,Western Railway,Madhya Pradesh,"Berawanya, Western Railway, Bedavanya, Madhya Pradesh 456224, India",75.33641,23.46647
0,SLGR,Simaluguri Jn,Simaluguri Jn Assam,North Frontier Railway,Assam,"Simaluguri Junction, Simaluguri, Deodhai Gaon, Simolu Guri Town, Simaluguri, Assam 785686, India",94.7563797,26.9177061
0,ADTP,Adityapur,Adityapur Jharkhand,South Eastern Railway,Jharkhand,"Adityapur, Jamshedpur, Jharkhand, India",86.165969,22.7866185
0,PUW,Patuwas Mehrana,Patuwas Mehrana Haryana,North Western Railway,Haryana,"Patuwas Mehrana, Haryana 127306, India",76.3342886,28.5571933
0,JPH,Jhantipahari,Jhantipahari West Bengal,South Eastern Railway,West Bengal,"Jhantipahari, West Bengal 722137, India",86.9048041,23.3608223
0,GAYA,Makhdumpur Gaya,Makhdumpur Gaya Bihar,East Central Railway,Bihar,"Makhdumpur, Bihar 805131, India",85.0934624,24.7026038
0,BFM,Bhalui,Bhalui Bihar,East Central Railway,Bihar,"Bhalui, Bihar 844103, India",85.3531127,25.7321494
0,NANA,Nana,Nana Rajasthan,North Western Railway,Rajasthan,"Nana, Rajasthan 306504, India",73.1379109,24.9207825
0,HLW,HIRNAWALI,HIRNAWALI Rajasthan,North Western Railway,Rajasthan,"Hirnawali, Rajasthan 335064, India",74.2487451,29.7086718
0,VR,Virar,Virar Maharashtra,Western Railway,Maharashtra,"Virar, Maharashtra, India",72.7924612,19.4563596
0,BHPI,Bichhupali,Bichhupali Odisha,East Coast Railway,Odisha,"Bichhupali, Odisha 767002, India",83.6055732,20.751445
0,BXHT,Boxirhat,Boxirhat West Bengal,North Frontier Railway,West Bengal,"Bakshirhat, West Bengal, India",89.7591154,26.3276945
0,LRB,Larabad Bh,Larabad Bh Jharkhand,East Central Railway,Jharkhand,"Larabad, Jharkhand, India",85.5586368,24.4088652
0,VRX,Varahi,Varahi Gujarat,Western Railway,Gujarat,"Varahi, Gujarat 385360, India",71.4426268,23.7920431
0,BNA,Banni Koppa,Banni Koppa Karnataka,South Western Railway,Karnataka,"Bannikoppa, Karnataka 581205, India",75.2486353,15.0251777
0,CRY,Chirayinkeezh,Chirayinkeezh Kerala,Southern Railway,Kerala,"Chirayinkeezhu, Kerala, India",76.7831744,8.6558696
0,MZM,Muzzampur Nryn,Muzzampur Nryn Uttar Pradesh,Northern Railway,Uttar Pradesh,"Uttar Pradesh, India",80.0981869,27.5705886
0,THEA,THALERA,THALERA Rajasthan,West Central Railway,Rajasthan,"Thalera, Rajasthan, India",74.9734805,25.3965079
0,GJL,Gajraula Jn,Gajraula Jn Uttar Pradesh,Northern Railway,Uttar Pradesh,"Gajraula Junction, Railway Station Road, Gajraula, Uttar Pradesh 244235, India",78.249244,28.8347945
0,CUR,Churu,Churu Rajasthan,North Western Railway,Rajasthan,"Churu, Rajasthan 331001, India",74.9707262,28.2925364
0,USLP,USILAMPATTI,USILAMPATTI Tamil Nadu,Southern Railway,Tamil Nadu,"Usilampatti, Tamil Nadu 625532, India",77.788508,9.9649231
0,SPE,Sullurupeta,Sullurupeta Andhra Pradesh,Southern Railway,Andhra Pradesh,"Sullurupeta, Andhra Pradesh 524121, India",80.0209065,13.7008756
0,ARA,Ara Jn,Ara Jn Bihar,East Central Railway,Bihar,"Arrah, Bihar, India",84.6664797,25.5541358
0,JN,Piplod Jn,Piplod Jn Gujarat,Western Railway,Gujarat,"Piplod, Surat, Gujarat, India",72.77122,21.1593189
0,RD,Vaibhavwadi Rd,Vaibhavwadi Rd Bihar,East Central Railway,Bihar,"Bihar, India",85.2722472,25.9644427
0,GKP,Kasbe Sukene,Kasbe Sukene Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Uttar Pradesh, India",80.0981869,27.5705886
0,PUV,Khudiram B Pusa,Khudiram B Pusa Bihar,East Central Railway,Bihar,"Khudiram B Pusa, Bihar 848131, India",85.6717405,25.9090352
0,SNLR,Santalpur,Santalpur Gujarat,Western Railway,Gujarat,"Santalpur, Gujarat 385350, India",71.1671315,23.7630716
0,DWK,Dwarka,Dwarka Gujarat,Western Railway,Gujarat,"Dwarka, Gujarat, India",68.9684562,22.2441975
0,SEG,Shegaon,Shegaon Maharashtra,Central Railway,Maharashtra,"Shegaon, Maharashtra 444203, India",76.6910458,20.7929874
0,ERS,Ernakulam Jn,Ernakulam Jn Kerala,Southern Railway,Kerala,"Ernakulam, Kerala, India",76.2998842,9.9816358
0,KO,Kosgi,Kosgi Andhra Pradesh,South Central Railway,Andhra Pradesh,"Kosigi, Andhra Pradesh, India",77.2423732,15.8569521
0,SAI,Sarai,Sarai Bihar,East Central Railway,Bihar,"Sarai, Bihar, India",85.2774207,25.793503
0,PNKD,Panki Dham,Panki Dham Uttar Pradesh,North Central Railway,Uttar Pradesh,"Panki Dham, Panki, Kanpur, Uttar Pradesh 208020, India",80.2383557,26.4598236
0,CGN,Chirgaon,Chirgaon Uttar Pradesh,North Central Railway,Uttar Pradesh,"Chirgaon, Uttar Pradesh 284301, India",78.8099472,25.5692712
0,KPI,Kalpi,Kalpi Uttar Pradesh,North Central Railway,Uttar Pradesh,"Kalpi, Uttar Pradesh, India",79.7483995,26.1209624
0,GRRU,Guraru,Guraru Bihar,East Central Railway,Bihar,"Guraru, Bihar, India",84.7915999,24.8108395
0,MWX,Mallanwala Khas,Mallanwala Khas Punjab,Northern Railway,Punjab,"Mallanwala Khas, Punjab 152021, India",74.8346296,31.0496683
0,ETUE,Etmadpur,Etmadpur Uttar Pradesh,North Central Railway,Uttar Pradesh,"Etmadpur, Uttar Pradesh, India",78.1991896,27.2333127
0,VDG,Vadnagar,Vadnagar Gujarat,Western Railway,Gujarat,"Vadnagar, Gujarat, India",72.6165643,23.7757259
0,AII,Ajmer Jn,Ajmer Jn Rajasthan,North Western Railway,Rajasthan,"Ajmer, Rajasthan, India",74.6399163,26.4498954
0,JML,JUMNAL,JUMNAL Karnataka,South Western Railway,Karnataka,"Jumnal, Karnataka 591156, India",74.5360751,15.9630084
0,MRT,SALI,SALI Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Salai, Uttar Pradesh 245101, India",77.8052767,28.6810251
0,ADL,ANDUL,ANDUL West Bengal,South Eastern Railway,West Bengal,"Andul, Howrah, West Bengal, India",88.2437502,22.5943202
0,MDRR,Madavnagar Road,Madavnagar Road Madhya Pradesh,West Central Railway,Madhya Pradesh,"Madhav Nagar Rd, Lashkar, Gwalior, Madhya Pradesh 474002, India",78.1763281,26.1988748
0,HLK,HOLALKERE,HOLALKERE Karnataka,South Western Railway,Karnataka,"Holalkere Rural, Karnataka 577526, India",76.1957618,14.0541336
0,GY,Gooty,Gooty Andhra Pradesh,South Central Railway,Andhra Pradesh,"Gooty, Andhra Pradesh, India",77.634687,15.1220053
0,DPA,Durgapura,Durgapura Rajasthan,North Western Railway,Rajasthan,"Durgapura, Jaipur, Rajasthan, India",75.7862232,26.8517972
0,KM,Ghunwara,Ghunwara Goa,South Western Railway,Goa,"Goa, India",74.123996,15.2993265
0,DHRR,Dhirera,Dhirera Rajasthan,North Western Railway,Rajasthan,"Dhirera, Runiya Barawas, Rajasthan 334602, India",73.6333329,28.216667
0,MUT,Meerut Cant,Meerut Cant Uttar Pradesh,Northern Railway,Uttar Pradesh,"Meerut Cantt, Meerut, Uttar Pradesh, India",77.6822442,28.993758
0,KWD,KARWANDIA,KARWANDIA Bihar,East Central Railway,Bihar,"Karwandiya, Bihar, India",84.0867636,24.951722
0,SRBA,Saragbundia,Saragbundia Chhatisgarh,South East Central Railway,Chhatisgarh,"Saragbundiya, Chhattisgarh 495674, India",82.7266217,22.23969
0,KRUR,KEERANUR,KEERANUR Tamil Nadu,Southern Railway,Tamil Nadu,"Keeranur, Tamil Nadu, India",78.7861797,10.5724196
0,BTI,Bathinda Jn,Bathinda Jn Punjab,Northern Railway,Punjab,"Bathinda, Punjab, India",74.9454745,30.210994
0,JITE,JITE,JITE Maharashtra,Central Railway,Maharashtra,"Jite, Maharashtra 402107, India",73.0884867,18.8110147
0,JN,Hathras Jn,Hathras Jn Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,BRPS,Barapalasi,Barapalasi Jharkhand,Eastern Railway,Jharkhand,"Barapalasi, Jharkhand 814145, India",87.1840395,24.3757007
0,KHF,KHANTAPARA,KHANTAPARA Odisha,South Eastern Railway,Odisha,"Khantapara, Chakajaganathapur, Khantapada, Odisha 756053, India",86.823405,21.39658
0,BDJ,Vadakara,Vadakara Kerala,Southern Railway,Kerala,"Vatakara, Kerala, India",75.5919758,11.601558
0,NGP,Nagpur,Nagpur Maharashtra,Central Railway,Maharashtra,"Nagpur, Maharashtra, India",79.0881546,21.1458004
0,LGH,Lalgarh Jn,Lalgarh Jn Rajasthan,North Western Railway,Rajasthan,"Rajasthan, India",74.2179326,27.0238036
0,AMRO,Amroha,Amroha Uttar Pradesh,Northern Railway,Uttar Pradesh,"Amroha, Uttar Pradesh 244221, India",78.467318,28.9051778
0,DGQ,Dugdol,Dugdol Gujarat,North Western Railway,Gujarat,"Dugdol Nani, Gujarat 385310, India",72.1031057,24.6310031
0,RGQ,Raigadh Road,Raigadh Road Gujarat,North Western Railway,Gujarat,"Raigadh Road, Gujarat 383276, India",73.1834363,23.5968926
0,BSI,Basbari,Basbari Assam,North Frontier Railway,Assam,"Basbari, Assam, India",89.9031257,26.1905586
0,ARU,ARASALU,ARASALU Karnataka,South Western Railway,Karnataka,"Arasalu, Karnataka 577426, India",75.3091483,13.9983631
0,EKC,Ekchari,Ekchari Bihar,Eastern Railway,Bihar,"Ekchari, Bihar 813204, India",87.216113,25.2124382
0,KRA,Karepalli,Karepalli Telangana,South Central Railway,Telangana,"Karepalli, Telangana 507122, India",80.2719738,17.5096083
0,RD,Champaner Rd Jn,Champaner Rd Jn Bihar,East Central Railway,Bihar,"Bihar, India",85.2722472,25.9644427
0,BLP,Balrampur,Balrampur Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Balrampur, Uttar Pradesh 271201, India",82.1805203,27.4307473
0,BDBP,Basudebpur H,Basudebpur H West Bengal,Eastern Railway,West Bengal,"Basudebpur, West Bengal, India",87.3661844,23.0329977
0,PTRD,Pataudi Road,Pataudi Road Haryana,Northern Railway,Haryana,"Pataudi Rd, Haryana, India",76.8837389,28.4056714
0,KDGI,KUDGI,KUDGI Karnataka,South Western Railway,Karnataka,"Kudgi, Karnataka 586203, India",75.9617783,16.5869974
0,BDXT,BASAI DHANKOT,BASAI DHANKOT Haryana,Northern Railway,Haryana,"Basai Rd, Dhankot, Haryana, India",76.9570713,28.4723975
